id,수신,송신,에러,시작 시간,동작 시간
modbusMapperKeywordToRegister,157,47,0,2023-12-350 17:47:18,00:00:00.0001
mqttMessageGenerator,154,137,0,2023-12-350 17:47:18,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:47:18,00:00:00.0001
ruleEngineNode,150,150,0,2023-12-350 17:47:18,00:00:00.0001
modbusMapperKeywordToRegister,150,48,0,2023-12-350 17:47:18,00:00:00.0000
mqttMessageGenerator,150,132,0,2023-12-350 17:47:18,00:00:00.0000
mqttin,1544,1544,0,2023-12-350 17:47:22,00:00:00.0008
mqttin,1542,1542,0,2023-12-350 17:47:22,00:00:00.0002
mqttMessageGenerator,161,144,0,2023-12-350 17:47:22,00:00:00.0000
modbusMapperKeywordToRegister,161,47,0,2023-12-350 17:47:22,00:00:00.0000
ruleEngineNode,161,161,0,2023-12-350 17:47:22,00:00:00.0000
mqttMessageProcessingNode,1542,161,0,2023-12-350 17:47:22,00:00:00.0002
ruleEngineNode,158,158,0,2023-12-350 17:47:22,00:00:00.0000
mqttMessageGenerator,158,141,0,2023-12-350 17:47:22,00:00:00.0000
modbusMapperKeywordToRegister,158,47,0,2023-12-350 17:47:22,00:00:00.0000
mqttMessageProcessingNode,1542,158,0,2023-12-350 17:47:22,00:00:00.0004
mqttin,1585,1585,0,2023-12-350 17:47:23,00:00:00.0015
mqttMessageProcessingNode,1585,157,0,2023-12-350 17:47:23,00:00:00.0014
ruleEngineNode,157,157,0,2023-12-350 17:47:23,00:00:00.0000
mqttMessageProcessingNode,1585,154,0,2023-12-350 17:47:23,00:00:00.0015
modbusMapperKeywordToRegister,157,47,0,2023-12-350 17:47:23,00:00:00.0000
ruleEngineNode,154,154,0,2023-12-350 17:47:23,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:47:23,00:00:00.0001
mqttMessageGenerator,157,140,0,2023-12-350 17:47:23,00:00:00.0000
mqttMessageGenerator,154,137,0,2023-12-350 17:47:23,00:00:00.0000
mqttin,1517,1517,0,2023-12-350 17:47:25,00:00:00.0016
ruleEngineNode,171,171,0,2023-12-350 17:47:25,00:00:00.0000
mqttMessageProcessingNode,1517,171,0,2023-12-350 17:47:25,00:00:00.0002
mqttMessageGenerator,171,140,0,2023-12-350 17:47:25,00:00:00.0000
mqttMessageProcessingNode,1517,154,0,2023-12-350 17:47:25,00:00:00.0003
ruleEngineNode,154,154,0,2023-12-350 17:47:25,00:00:00.0000
mqttMessageGenerator,154,137,0,2023-12-350 17:47:25,00:00:00.0000
modbusMapperKeywordToRegister,171,61,0,2023-12-350 17:47:25,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:47:25,00:00:00.0000
mqttin,1573,1573,0,2023-12-350 17:47:38,00:00:00.0004
mqttMessageProcessingNode,1573,169,0,2023-12-350 17:47:38,00:00:00.0001
mqttMessageProcessingNode,1573,152,0,2023-12-350 17:47:38,00:00:00.0001
ruleEngineNode,169,169,0,2023-12-350 17:47:38,00:00:00.0000
mqttMessageGenerator,169,138,0,2023-12-350 17:47:38,00:00:00.0001
modbusMapperKeywordToRegister,169,61,0,2023-12-350 17:47:38,00:00:00.0001
ruleEngineNode,152,152,0,2023-12-350 17:47:38,00:00:00.0000
modbusMapperKeywordToRegister,152,47,0,2023-12-350 17:47:38,00:00:00.0000
mqttMessageGenerator,152,135,0,2023-12-350 17:47:38,00:00:00.0000
mqttin,1531,1531,0,2023-12-350 17:47:43,00:00:00.0004
mqttin,1537,1537,0,2023-12-350 17:47:48,00:00:00.0002
mqttMessageProcessingNode,1537,170,0,2023-12-350 17:47:48,00:00:00.0001
ruleEngineNode,170,170,0,2023-12-350 17:47:48,00:00:00.0000
mqttMessageProcessingNode,1537,153,0,2023-12-350 17:47:48,00:00:00.0001
modbusMapperKeywordToRegister,170,60,0,2023-12-350 17:47:48,00:00:00.0001
ruleEngineNode,153,153,0,2023-12-350 17:47:48,00:00:00.0000
mqttMessageGenerator,170,140,0,2023-12-350 17:47:48,00:00:00.0001
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:47:48,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:47:48,00:00:00.0000
mqttin,1681,1681,0,2023-12-350 17:47:49,00:00:00.0002
ruleEngineNode,156,156,0,2023-12-350 17:47:49,00:00:00.0000
mqttMessageGenerator,156,140,0,2023-12-350 17:47:49,00:00:00.0000
modbusMapperKeywordToRegister,156,46,0,2023-12-350 17:47:49,00:00:00.0000
mqttMessageProcessingNode,1681,156,0,2023-12-350 17:47:49,00:00:00.0001
mqttMessageProcessingNode,1681,153,0,2023-12-350 17:47:49,00:00:00.0002
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:47:49,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:47:49,00:00:00.0000
ruleEngineNode,153,153,0,2023-12-350 17:47:49,00:00:00.0000
mqttMessageProcessingNode,1681,149,0,2023-12-350 17:47:49,00:00:00.0003
ruleEngineNode,149,149,0,2023-12-350 17:47:49,00:00:00.0000
modbusMapperKeywordToRegister,149,47,0,2023-12-350 17:47:49,00:00:00.0000
mqttMessageGenerator,149,132,0,2023-12-350 17:47:49,00:00:00.0000
mqttin,1241,1241,0,2023-12-350 17:47:50,00:00:00.0001
mqttMessageProcessingNode,1241,170,0,2023-12-350 17:47:50,00:00:00.0001
ruleEngineNode,170,170,0,2023-12-350 17:47:50,00:00:00.0000
mqttMessageProcessingNode,1241,153,0,2023-12-350 17:47:50,00:00:00.0001
mqttMessageGenerator,170,140,0,2023-12-350 17:47:50,00:00:00.0000
modbusMapperKeywordToRegister,170,60,0,2023-12-350 17:47:50,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:47:50,00:00:00.0000
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:47:50,00:00:00.0000
ruleEngineNode,153,153,0,2023-12-350 17:47:50,00:00:00.0000
mqttMessageProcessingNode,1241,149,0,2023-12-350 17:47:50,00:00:00.0002
ruleEngineNode,149,149,0,2023-12-350 17:47:50,00:00:00.0000
modbusMapperKeywordToRegister,149,47,0,2023-12-350 17:47:50,00:00:00.0000
mqttMessageGenerator,149,132,0,2023-12-350 17:47:50,00:00:00.0000
mqttin,1547,1547,0,2023-12-350 17:48:15,00:00:00.0005
mqttMessageGenerator,170,140,0,2023-12-350 17:48:15,00:00:00.0000
modbusMapperKeywordToRegister,170,60,0,2023-12-350 17:48:15,00:00:00.0000
ruleEngineNode,170,170,0,2023-12-350 17:48:15,00:00:00.0000
mqttMessageProcessingNode,1547,170,0,2023-12-350 17:48:15,00:00:00.0000
mqttin,1527,1527,0,2023-12-350 17:48:15,00:00:00.0000
mqttMessageProcessingNode,1547,154,0,2023-12-350 17:48:15,00:00:00.0004
mqttMessageGenerator,154,137,0,2023-12-350 17:48:15,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:48:15,00:00:00.0000
mqttMessageProcessingNode,1527,170,0,2023-12-350 17:48:15,00:00:00.0000
ruleEngineNode,154,154,0,2023-12-350 17:48:15,00:00:00.0000
mqttMessageProcessingNode,1527,154,0,2023-12-350 17:48:15,00:00:00.0000
ruleEngineNode,170,170,0,2023-12-350 17:48:15,00:00:00.0000
mqttMessageGenerator,170,140,0,2023-12-350 17:48:15,00:00:00.0000
ruleEngineNode,154,154,0,2023-12-350 17:48:15,00:00:00.0000
modbusMapperKeywordToRegister,170,60,0,2023-12-350 17:48:15,00:00:00.0000
mqttMessageGenerator,154,137,0,2023-12-350 17:48:15,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:48:15,00:00:00.0000
mqttin,1654,1654,0,2023-12-350 17:48:18,00:00:00.0002
modbusMapperKeywordToRegister,157,47,0,2023-12-350 17:48:18,00:00:00.0001
mqttMessageGenerator,157,140,0,2023-12-350 17:48:18,00:00:00.0001
ruleEngineNode,157,157,0,2023-12-350 17:48:18,00:00:00.0000
mqttMessageProcessingNode,1654,157,0,2023-12-350 17:48:18,00:00:00.0003
mqttMessageProcessingNode,1654,154,0,2023-12-350 17:48:18,00:00:00.0006
mqttMessageGenerator,154,137,0,2023-12-350 17:48:18,00:00:00.0000
ruleEngineNode,154,154,0,2023-12-350 17:48:18,00:00:00.0000
mqttMessageProcessingNode,1654,150,0,2023-12-350 17:48:18,00:00:00.0006
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:48:18,00:00:00.0000
mqttMessageGenerator,150,132,0,2023-12-350 17:48:18,00:00:00.0000
ruleEngineNode,150,150,0,2023-12-350 17:48:18,00:00:00.0000
modbusMapperKeywordToRegister,150,48,0,2023-12-350 17:48:18,00:00:00.0000
mqttin,1608,1608,0,2023-12-350 17:48:21,00:00:00.0001
mqttin,762,762,0,2023-12-350 17:48:22,00:00:00.0000
mqttin,1531,1531,0,2023-12-350 17:48:22,00:00:00.0001
mqttMessageGenerator,175,144,0,2023-12-350 17:48:22,00:00:00.0000
modbusMapperKeywordToRegister,175,61,0,2023-12-350 17:48:22,00:00:00.0000
ruleEngineNode,175,175,0,2023-12-350 17:48:22,00:00:00.0000
mqttMessageProcessingNode,1531,175,0,2023-12-350 17:48:22,00:00:00.0001
mqttMessageProcessingNode,1531,158,0,2023-12-350 17:48:22,00:00:00.0002
ruleEngineNode,158,158,0,2023-12-350 17:48:22,00:00:00.0001
mqttMessageGenerator,158,141,0,2023-12-350 17:48:22,00:00:00.0000
modbusMapperKeywordToRegister,158,47,0,2023-12-350 17:48:22,00:00:00.0000
mqttin,1540,1540,0,2023-12-350 17:48:25,00:00:00.0001
mqttMessageProcessingNode,1540,171,0,2023-12-350 17:48:25,00:00:00.0002
ruleEngineNode,171,171,0,2023-12-350 17:48:25,00:00:00.0000
mqttMessageGenerator,171,140,0,2023-12-350 17:48:25,00:00:00.0000
mqttMessageProcessingNode,1540,154,0,2023-12-350 17:48:25,00:00:00.0002
ruleEngineNode,154,154,0,2023-12-350 17:48:25,00:00:00.0000
modbusMapperKeywordToRegister,171,61,0,2023-12-350 17:48:25,00:00:00.0000
mqttMessageGenerator,154,137,0,2023-12-350 17:48:25,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:48:25,00:00:00.0000
mqttin,1574,1574,0,2023-12-350 17:48:38,00:00:00.0001
ruleEngineNode,169,169,0,2023-12-350 17:48:38,00:00:00.0000
mqttMessageProcessingNode,1574,169,0,2023-12-350 17:48:38,00:00:00.0002
mqttMessageGenerator,169,138,0,2023-12-350 17:48:38,00:00:00.0000
ruleEngineNode,152,152,0,2023-12-350 17:48:38,00:00:00.0000
mqttMessageProcessingNode,1574,152,0,2023-12-350 17:48:38,00:00:00.0003
mqttMessageGenerator,152,135,0,2023-12-350 17:48:38,00:00:00.0000
modbusMapperKeywordToRegister,169,61,0,2023-12-350 17:48:38,00:00:00.0002
modbusMapperKeywordToRegister,152,47,0,2023-12-350 17:48:38,00:00:00.0000
mqttin,1515,1515,0,2023-12-350 17:48:48,00:00:00.0001
modbusMapperKeywordToRegister,170,60,0,2023-12-350 17:48:48,00:00:00.0000
mqttMessageGenerator,170,140,0,2023-12-350 17:48:48,00:00:00.0000
ruleEngineNode,170,170,0,2023-12-350 17:48:48,00:00:00.0001
mqttMessageProcessingNode,1515,170,0,2023-12-350 17:48:48,00:00:00.0001
mqttMessageProcessingNode,1515,153,0,2023-12-350 17:48:48,00:00:00.0006
ruleEngineNode,153,153,0,2023-12-350 17:48:48,00:00:00.0000
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:48:48,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:48:48,00:00:00.0000
mqttin,1693,1693,0,2023-12-350 17:48:49,00:00:00.0001
mqttMessageProcessingNode,1693,156,0,2023-12-350 17:48:49,00:00:00.0000
ruleEngineNode,156,156,0,2023-12-350 17:48:49,00:00:00.0000
modbusMapperKeywordToRegister,156,46,0,2023-12-350 17:48:49,00:00:00.0000
ruleEngineNode,153,153,0,2023-12-350 17:48:49,00:00:00.0000
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:48:49,00:00:00.0000
mqttMessageGenerator,156,140,0,2023-12-350 17:48:49,00:00:00.0000
mqttMessageProcessingNode,1693,153,0,2023-12-350 17:48:49,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:48:49,00:00:00.0000
mqttMessageProcessingNode,1693,149,0,2023-12-350 17:48:49,00:00:00.0000
ruleEngineNode,149,149,0,2023-12-350 17:48:49,00:00:00.0000
modbusMapperKeywordToRegister,149,47,0,2023-12-350 17:48:49,00:00:00.0000
mqttMessageGenerator,149,132,0,2023-12-350 17:48:49,00:00:00.0000
mqttin,1591,1591,0,2023-12-350 17:49:10,00:00:00.0002
modbusMapperKeywordToRegister,156,47,0,2023-12-350 17:49:10,00:00:00.0000
mqttMessageGenerator,156,139,0,2023-12-350 17:49:10,00:00:00.0000
ruleEngineNode,156,156,0,2023-12-350 17:49:10,00:00:00.0000
mqttMessageProcessingNode,1591,156,0,2023-12-350 17:49:10,00:00:00.0002
mqttMessageProcessingNode,1591,153,0,2023-12-350 17:49:10,00:00:00.0005
mqttMessageGenerator,153,136,0,2023-12-350 17:49:10,00:00:00.0000
modbusMapperKeywordToRegister,153,47,0,2023-12-350 17:49:10,00:00:00.0000
ruleEngineNode,153,153,0,2023-12-350 17:49:10,00:00:00.0000
mqttin,1508,1508,0,2023-12-350 17:49:14,00:00:00.0007
modbusMapperKeywordToRegister,156,46,0,2023-12-350 17:49:14,00:00:00.0001
mqttMessageGenerator,156,140,0,2023-12-350 17:49:14,00:00:00.0001
ruleEngineNode,156,156,0,2023-12-350 17:49:14,00:00:00.0000
mqttMessageProcessingNode,1508,156,0,2023-12-350 17:49:14,00:00:00.0007
mqttMessageProcessingNode,1508,154,0,2023-12-350 17:49:14,00:00:00.0010
ruleEngineNode,154,154,0,2023-12-350 17:49:14,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:49:14,00:00:00.0000
mqttMessageGenerator,154,137,0,2023-12-350 17:49:14,00:00:00.0000
mqttin,1694,1694,0,2023-12-350 17:49:18,00:00:00.0001
mqttMessageProcessingNode,1694,171,0,2023-12-350 17:49:18,00:00:00.0001
ruleEngineNode,171,171,0,2023-12-350 17:49:18,00:00:00.0000
ruleEngineNode,154,154,0,2023-12-350 17:49:18,00:00:00.0000
modbusMapperKeywordToRegister,171,61,0,2023-12-350 17:49:18,00:00:00.0001
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:49:18,00:00:00.0000
mqttMessageProcessingNode,1694,154,0,2023-12-350 17:49:18,00:00:00.0002
mqttMessageGenerator,171,140,0,2023-12-350 17:49:18,00:00:00.0001
mqttMessageProcessingNode,1694,150,0,2023-12-350 17:49:18,00:00:00.0002
ruleEngineNode,150,150,0,2023-12-350 17:49:18,00:00:00.0000
mqttMessageGenerator,154,137,0,2023-12-350 17:49:18,00:00:00.0000
modbusMapperKeywordToRegister,150,48,0,2023-12-350 17:49:18,00:00:00.0000
mqttMessageGenerator,150,132,0,2023-12-350 17:49:18,00:00:00.0000
mqttin,1622,1622,0,2023-12-350 17:49:21,00:00:00.0001
mqttin,1533,1533,0,2023-12-350 17:49:22,00:00:00.0004
mqttMessageProcessingNode,1533,175,0,2023-12-350 17:49:22,00:00:00.0001
ruleEngineNode,175,175,0,2023-12-350 17:49:22,00:00:00.0000
mqttMessageGenerator,175,144,0,2023-12-350 17:49:22,00:00:00.0001
ruleEngineNode,158,158,0,2023-12-350 17:49:22,00:00:00.0000
mqttMessageProcessingNode,1533,158,0,2023-12-350 17:49:22,00:00:00.0002
mqttMessageGenerator,158,141,0,2023-12-350 17:49:22,00:00:00.0000
modbusMapperKeywordToRegister,175,61,0,2023-12-350 17:49:22,00:00:00.0001
modbusMapperKeywordToRegister,158,47,0,2023-12-350 17:49:22,00:00:00.0000
mqttin,1609,1609,0,2023-12-350 17:49:25,00:00:00.0001
mqttMessageProcessingNode,1609,157,0,2023-12-350 17:49:25,00:00:00.0003
ruleEngineNode,157,157,0,2023-12-350 17:49:25,00:00:00.0001
mqttMessageGenerator,157,140,0,2023-12-350 17:49:25,00:00:00.0000
ruleEngineNode,154,154,0,2023-12-350 17:49:25,00:00:00.0001
mqttMessageGenerator,154,137,0,2023-12-350 17:49:25,00:00:00.0000
mqttMessageProcessingNode,1609,154,0,2023-12-350 17:49:25,00:00:00.0005
modbusMapperKeywordToRegister,157,47,0,2023-12-350 17:49:25,00:00:00.0000
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:49:25,00:00:00.0000
mqttin,1565,1565,0,2023-12-350 17:49:25,00:00:00.0002
mqttMessageGenerator,171,140,0,2023-12-350 17:49:25,00:00:00.0001
modbusMapperKeywordToRegister,171,61,0,2023-12-350 17:49:25,00:00:00.0001
ruleEngineNode,171,171,0,2023-12-350 17:49:25,00:00:00.0000
mqttMessageProcessingNode,1565,171,0,2023-12-350 17:49:25,00:00:00.0003
mqttMessageProcessingNode,1565,154,0,2023-12-350 17:49:25,00:00:00.0008
ruleEngineNode,154,154,0,2023-12-350 17:49:25,00:00:00.0001
modbusMapperKeywordToRegister,154,47,0,2023-12-350 17:49:25,00:00:00.0001
mqttMessageGenerator,154,137,0,2023-12-350 17:49:25,00:00:00.0000
mqttin,1553,1553,0,2023-12-350 17:49:38,00:00:00.0000
mqttMessageProcessingNode,1553,169,0,2023-12-350 17:49:38,00:00:00.0002
modbusMapperKeywordToRegister,169,61,0,2023-12-350 17:49:38,00:00:00.0000
mqttMessageGenerator,169,138,0,2023-12-350 17:49:38,00:00:00.0001
ruleEngineNode,169,169,0,2023-12-350 17:49:38,00:00:00.0000
mqttMessageProcessingNode,1553,152,0,2023-12-350 17:49:38,00:00:00.0005
ruleEngineNode,152,152,0,2023-12-350 17:49:38,00:00:00.0000
mqttMessageGenerator,152,135,0,2023-12-350 17:49:38,00:00:00.0000
modbusMapperKeywordToRegister,152,47,0,2023-12-350 17:49:38,00:00:00.0000
mqttin,1563,1563,0,2023-12-350 17:49:48,00:00:00.0001
ruleEngineNode,170,170,0,2023-12-350 17:49:48,00:00:00.0001
mqttMessageProcessingNode,1563,170,0,2023-12-350 17:49:48,00:00:00.0001
modbusMapperKeywordToRegister,170,60,0,2023-12-350 17:49:48,00:00:00.0001
mqttMessageGenerator,170,140,0,2023-12-350 17:49:48,00:00:00.0001
mqttMessageProcessingNode,1563,153,0,2023-12-350 17:49:48,00:00:00.0005
ruleEngineNode,153,153,0,2023-12-350 17:49:48,00:00:00.0000
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:49:48,00:00:00.0001
mqttMessageGenerator,153,137,0,2023-12-350 17:49:48,00:00:00.0000
mqttin,1253,1253,0,2023-12-350 17:49:48,00:00:00.0000
mqttMessageProcessingNode,1253,170,0,2023-12-350 17:49:48,00:00:00.0000
ruleEngineNode,170,170,0,2023-12-350 17:49:48,00:00:00.0000
mqttMessageProcessingNode,1253,153,0,2023-12-350 17:49:48,00:00:00.0000
mqttMessageGenerator,170,140,0,2023-12-350 17:49:48,00:00:00.0000
modbusMapperKeywordToRegister,170,60,0,2023-12-350 17:49:48,00:00:00.0001
ruleEngineNode,153,153,0,2023-12-350 17:49:48,00:00:00.0001
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:49:48,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:49:48,00:00:00.0000
mqttin,1694,1694,0,2023-12-350 17:49:49,00:00:00.0001
mqttMessageProcessingNode,1694,156,0,2023-12-350 17:49:49,00:00:00.0002
ruleEngineNode,156,156,0,2023-12-350 17:49:49,00:00:00.0001
modbusMapperKeywordToRegister,156,46,0,2023-12-350 17:49:49,00:00:00.0000
mqttMessageGenerator,156,140,0,2023-12-350 17:49:49,00:00:00.0000
mqttMessageProcessingNode,1694,153,0,2023-12-350 17:49:49,00:00:00.0004
ruleEngineNode,153,153,0,2023-12-350 17:49:49,00:00:00.0000
mqttMessageProcessingNode,1694,149,0,2023-12-350 17:49:49,00:00:00.0004
ruleEngineNode,149,149,0,2023-12-350 17:49:49,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:49:49,00:00:00.0000
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:49:49,00:00:00.0000
mqttMessageGenerator,149,132,0,2023-12-350 17:49:49,00:00:00.0001
modbusMapperKeywordToRegister,149,47,0,2023-12-350 17:49:49,00:00:00.0000
mqttin,1400,1400,0,2023-12-350 17:49:51,00:00:00.0001
mqttin,1250,1250,0,2023-12-350 17:49:52,00:00:00.0000
modbusMapperKeywordToRegister,156,46,0,2023-12-350 17:49:52,00:00:00.0000
mqttMessageGenerator,156,140,0,2023-12-350 17:49:52,00:00:00.0000
